date,product_id,product_name,category,quantity,unit_price,total_price,profit,customer_id,payment_method
2024-04-06,3,Product C,Clothing,2,60,120,60,39,Credit Card
2024-04-06,3,Product C,Clothing,4,60,240,120,29,Credit Card
2024-04-06,3,Product C,Clothing,4,60,240,120,28,Digital Wallet
2024-04-06,8,Product H,Food,2,10,20,10,6,Credit Card
2024-04-06,1,Product A,Electronics,2,200,400,160,14,Cash
2024-04-06,3,Product C,Clothing,2,60,120,60,25,Cash
2024-04-06,7,Product G,Food,3,18,54,24,9,Digital Wallet
2024-04-06,7,Product G,Food,3,18,54,24,7,Digital Wallet
2024-04-06,8,Product H,Food,5,10,50,25,13,Cash
2024-04-06,4,Product D,Clothing,3,45,135,60,46,Credit Card
2024-04-06,1,Product A,Electronics,3,200,600,240,34,Credit Card
2024-04-06,5,Product E,Home,4,90,360,160,34,Cash
2024-04-06,3,Product C,Clothing,1,60,60,30,7,Digital Wallet
2024-04-06,1,Product A,Electronics,4,200,800,320,34,Credit Card
2024-04-06,3,Product C,Clothing,2,60,120,60,1,Credit Card
2024-04-06,4,Product D,Clothing,4,45,180,80,16,Cash
2024-04-06,6,Product F,Home,2,120,240,100,28,Cash
2024-04-06,8,Product H,Food,3,10,30,15,31,Digital Wallet
2024-04-06,4,Product D,Clothing,5,45,225,100,46,Digital Wallet
2024-04-06,6,Product F,Home,3,120,360,150,21,Credit Card
2024-04-06,8,Product H,Food,2,10,20,10,3,Cash
2024-04-06,4,Product D,Clothing,4,45,180,80,25,Cash
2024-04-06,6,Product F,Home,1,120,120,50,2,Credit Card
2024-04-07,2,Product B,Electronics,2,150,300,140,39,Digital Wallet
2024-04-07,8,Product H,Food,5,10,50,25,41,Credit Card
2024-04-07,1,Product A,Electronics,1,200,200,80,3,Digital Wallet
2024-04-07,2,Product B,Electronics,2,150,300,140,23,Credit Card
2024-04-07,8,Product H,Food,5,10,50,25,19,Digital Wallet
2024-04-07,8,Product H,Food,4,10,40,20,45,Cash
2024-04-07,3,Product C,Clothing,2,60,120,60,17,Cash
2024-04-07,1,Product A,Electronics,5,200,1000,400,2,Cash
2024-04-07,8,Product H,Food,5,10,50,25,45,Digital Wallet
2024-04-07,3,Product C,Clothing,1,60,60,30,31,Credit Card
2024-04-08,7,Product G,Food,4,18,72,32,12,Credit Card
2024-04-08,4,Product D,Clothing,5,45,225,100,14,Cash
2024-04-08,1,Product A,Electronics,3,200,600,240,12,Cash
2024-04-08,4,Product D,Clothing,1,45,45,20,12,Cash
2024-04-08,2,Product B,Electronics,4,150,600,280,29,Digital Wallet
2024-04-08,1,Product A,Electronics,2,200,400,160,23,Cash
2024-04-08,6,Product F,Home,3,120,360,150,38,Cash
2024-04-08,4,Product D,Clothing,4,45,180,80,12,Credit Card
2024-04-08,7,Product G,Food,5,18,90,40,22,Credit Card
2024-04-08,7,Product G,Food,4,18,72,32,34,Digital Wallet
2024-04-08,5,Product E,Home,5,90,450,200,17,Credit Card
2024-04-08,7,Product G,Food,1,18,18,8,20,Credit Card
2024-04-08,4,Product D,Clothing,2,45,90,40,25,Digital Wallet
2024-04-08,3,Product C,Clothing,2,60,120,60,43,Cash
2024-04-08,3,Product C,Clothing,1,60,60,30,4,Digital Wallet
2024-04-08,8,Product H,Food,4,10,40,20,18,Credit Card
2024-04-08,7,Product G,Food,3,18,54,24,36,Credit Card
2024-04-08,1,Product A,Electronics,3,200,600,240,48,Digital Wallet
2024-04-08,6,Product F,Home,5,120,600,250,46,Digital Wallet
2024-04-08,1,Product A,Electronics,5,200,1000,400,47,Credit Card
2024-04-08,5,Product E,Home,2,90,180,80,33,Credit Card
2024-04-08,6,Product F,Home,3,120,360,150,26,Digital Wallet
2024-04-08,2,Product B,Electronics,3,150,450,210,47,Cash
2024-04-08,4,Product D,Clothing,5,45,225,100,28,Credit Card
2024-04-08,5,Product E,Home,3,90,270,120,26,Credit Card
2024-04-08,8,Product H,Food,4,10,40,20,33,Cash
2024-04-08,2,Product B,Electronics,5,150,750,350,10,Digital Wallet
2024-04-08,2,Product B,Electronics,4,150,600,280,6,Credit Card
2024-04-08,2,Product B,Electronics,1,150,150,70,49,Credit Card
2024-04-09,4,Product D,Clothing,2,45,90,40,35,Cash
2024-04-09,1,Product A,Electronics,2,200,400,160,37,Credit Card
2024-04-09,3,Product C,Clothing,3,60,180,90,48,Cash
2024-04-09,6,Product F,Home,4,120,480,200,20,Digital Wallet
2024-04-09,5,Product E,Home,3,90,270,120,37,Digital Wallet
2024-04-09,1,Product A,Electronics,3,200,600,240,18,Cash
2024-04-09,5,Product E,Home,5,90,450,200,16,Cash
2024-04-09,2,Product B,Electronics,2,150,300,140,29,Credit Card
2024-04-09,5,Product E,Home,1,90,90,40,32,Cash
2024-04-09,7,Product G,Food,5,18,90,40,44,Cash
2024-04-09,6,Product F,Home,4,120,480,200,32,Digital Wallet
2024-04-09,1,Product A,Electronics,4,200,800,320,44,Cash
2024-04-09,1,Product A,Electronics,3,200,600,240,33,Cash
2024-04-09,7,Product G,Food,3,18,54,24,12,Digital Wallet
2024-04-09,4,Product D,Clothing,3,45,135,60,1,Credit Card
2024-04-09,2,Product B,Electronics,2,150,300,140,35,Cash
2024-04-09,2,Product B,Electronics,1,150,150,70,7,Digital Wallet
2024-04-09,6,Product F,Home,4,120,480,200,30,Credit Card
2024-04-09,5,Product E,Home,1,90,90,40,21,Cash
2024-04-09,6,Product F,Home,4,120,480,200,20,Cash
2024-04-09,1,Product A,Electronics,4,200,800,320,38,Digital Wallet
2024-04-09,2,Product B,Electronics,3,150,450,210,14,Digital Wallet
2024-04-09,7,Product G,Food,1,18,18,8,34,Cash
2024-04-09,7,Product G,Food,4,18,72,32,24,Cash
2024-04-09,3,Product C,Clothing,1,60,60,30,32,Digital Wallet
2024-04-09,1,Product A,Electronics,4,200,800,320,5,Cash
2024-04-10,4,Product D,Clothing,1,45,45,20,20,Credit Card
2024-04-10,2,Product B,Electronics,2,150,300,140,32,Digital Wallet
2024-04-10,6,Product F,Home,1,120,120,50,2,Digital Wallet
2024-04-10,8,Product H,Food,1,10,10,5,2,Cash
2024-04-10,4,Product D,Clothing,2,45,90,40,8,Credit Card
2024-04-10,2,Product B,Electronics,5,150,750,350,26,Cash
2024-04-10,2,Product B,Electronics,3,150,450,210,34,Credit Card
2024-04-10,4,Product D,Clothing,2,45,90,40,32,Credit Card
2024-04-10,7,Product G,Food,5,18,90,40,48,Credit Card
2024-04-10,5,Product E,Home,1,90,90,40,10,Digital Wallet
2024-04-10,2,Product B,Electronics,2,150,300,140,39,Credit Card
2024-04-10,2,Product B,Electronics,4,150,600,280,16,Cash
2024-04-10,4,Product D,Clothing,1,45,45,20,39,Credit Card
2024-04-10,3,Product C,Clothing,2,60,120,60,41,Credit Card
2024-04-11,2,Product B,Electronics,5,150,750,350,15,Cash
2024-04-11,4,Product D,Clothing,4,45,180,80,2,Digital Wallet
2024-04-11,7,Product G,Food,4,18,72,32,46,Credit Card
2024-04-11,8,Product H,Food,1,10,10,5,30,Digital Wallet
2024-04-11,2,Product B,Electronics,5,150,750,350,16,Cash
2024-04-11,6,Product F,Home,5,120,600,250,33,Credit Card
2024-04-11,4,Product D,Clothing,1,45,45,20,40,Cash
2024-04-11,4,Product D,Clothing,4,45,180,80,14,Credit Card
2024-04-11,6,Product F,Home,1,120,120,50,45,Cash
2024-04-11,2,Product B,Electronics,5,150,750,350,17,Digital Wallet
2024-04-11,2,Product B,Electronics,1,150,150,70,32,Credit Card
2024-04-11,3,Product C,Clothing,1,60,60,30,40,Cash
2024-04-11,8,Product H,Food,1,10,10,5,2,Cash
2024-04-11,3,Product C,Clothing,5,60,300,150,18,Digital Wallet
2024-04-11,1,Product A,Electronics,5,200,1000,400,22,Digital Wallet
2024-04-11,2,Product B,Electronics,4,150,600,280,32,Digital Wallet
2024-04-11,3,Product C,Clothing,5,60,300,150,44,Cash
2024-04-12,6,Product F,Home,5,120,600,250,7,Digital Wallet
2024-04-12,3,Product C,Clothing,4,60,240,120,33,Cash
2024-04-12,1,Product A,Electronics,1,200,200,80,37,Digital Wallet
2024-04-12,1,Product A,Electronics,4,200,800,320,27,Credit Card
2024-04-12,4,Product D,Clothing,1,45,45,20,15,Cash
2024-04-12,1,Product A,Electronics,2,200,400,160,2,Cash
2024-04-12,1,Product A,Electronics,3,200,600,240,7,Credit Card
2024-04-12,3,Product C,Clothing,2,60,120,60,43,Digital Wallet
2024-04-12,8,Product H,Food,2,10,20,10,13,Cash
2024-04-12,1,Product A,Electronics,5,200,1000,400,32,Credit Card
2024-04-12,7,Product G,Food,3,18,54,24,1,Cash
2024-04-12,3,Product C,Clothing,1,60,60,30,31,Credit Card
2024-04-12,5,Product E,Home,2,90,180,80,11,Digital Wallet
2024-04-12,2,Product B,Electronics,4,150,600,280,49,Digital Wallet
2024-04-12,5,Product E,Home,2,90,180,80,11,Cash
2024-04-12,1,Product A,Electronics,5,200,1000,400,21,Credit Card
2024-04-12,7,Product G,Food,1,18,18,8,9,Cash
2024-04-12,1,Product A,Electronics,4,200,800,320,9,Digital Wallet
2024-04-12,7,Product G,Food,2,18,36,16,3,Cash
2024-04-12,7,Product G,Food,1,18,18,8,5,Digital Wallet
2024-04-12,4,Product D,Clothing,4,45,180,80,24,Credit Card
2024-04-12,4,Product D,Clothing,2,45,90,40,10,Digital Wallet
2024-04-13,4,Product D,Clothing,2,45,90,40,7,Credit Card
2024-04-13,4,Product D,Clothing,3,45,135,60,19,Digital Wallet
2024-04-13,1,Product A,Electronics,5,200,1000,400,30,Cash
2024-04-13,6,Product F,Home,1,120,120,50,14,Cash
2024-04-13,4,Product D,Clothing,4,45,180,80,48,Digital Wallet
2024-04-13,7,Product G,Food,5,18,90,40,40,Digital Wallet
2024-04-13,1,Product A,Electronics,1,200,200,80,43,Credit Card
2024-04-13,6,Product F,Home,4,120,480,200,42,Digital Wallet
2024-04-13,8,Product H,Food,5,10,50,25,39,Digital Wallet
2024-04-13,1,Product A,Electronics,1,200,200,80,1,Credit Card
2024-04-13,7,Product G,Food,3,18,54,24,34,Credit Card
2024-04-13,3,Product C,Clothing,4,60,240,120,37,Cash
2024-04-13,1,Product A,Electronics,5,200,1000,400,35,Cash
2024-04-13,5,Product E,Home,4,90,360,160,40,Credit Card
2024-04-13,1,Product A,Electronics,3,200,600,240,49,Cash
2024-04-13,6,Product F,Home,2,120,240,100,27,Cash
2024-04-13,8,Product H,Food,3,10,30,15,27,Cash
2024-04-13,1,Product A,Electronics,2,200,400,160,39,Cash
2024-04-13,1,Product A,Electronics,5,200,1000,400,9,Cash
2024-04-13,6,Product F,Home,2,120,240,100,37,Digital Wallet
2024-04-13,8,Product H,Food,3,10,30,15,4,Digital Wallet
2024-04-13,5,Product E,Home,4,90,360,160,34,Credit Card
2024-04-13,2,Product B,Electronics,2,150,300,140,45,Digital Wallet
2024-04-13,5,Product E,Home,1,90,90,40,11,Cash
2024-04-13,8,Product H,Food,3,10,30,15,46,Cash
2024-04-14,4,Product D,Clothing,3,45,135,60,50,Cash
2024-04-14,8,Product H,Food,3,10,30,15,2,Digital Wallet
2024-04-14,3,Product C,Clothing,1,60,60,30,36,Credit Card
2024-04-14,6,Product F,Home,4,120,480,200,29,Credit Card
2024-04-14,2,Product B,Electronics,2,150,300,140,33,Credit Card
2024-04-14,7,Product G,Food,3,18,54,24,23,Credit Card
2024-04-14,4,Product D,Clothing,5,45,225,100,38,Cash
2024-04-14,3,Product C,Clothing,3,60,180,90,19,Credit Card
2024-04-14,1,Product A,Electronics,1,200,200,80,42,Cash
2024-04-14,5,Product E,Home,3,90,270,120,18,Digital Wallet
2024-04-14,4,Product D,Clothing,4,45,180,80,42,Digital Wallet
2024-04-14,5,Product E,Home,2,90,180,80,36,Digital Wallet
2024-04-14,8,Product H,Food,1,10,10,5,18,Digital Wallet
2024-04-14,1,Product A,Electronics,5,200,1000,400,4,Credit Card
2024-04-14,5,Product E,Home,1,90,90,40,43,Digital Wallet
2024-04-14,7,Product G,Food,5,18,90,40,9,Cash
2024-04-14,8,Product H,Food,4,10,40,20,11,Cash
2024-04-14,2,Product B,Electronics,1,150,150,70,19,Credit Card
2024-04-14,4,Product D,Clothing,5,45,225,100,3,Credit Card
2024-04-14,3,Product C,Clothing,1,60,60,30,8,Cash
2024-04-14,5,Product E,Home,4,90,360,160,36,Credit Card
2024-04-14,4,Product D,Clothing,3,45,135,60,50,Digital Wallet
2024-04-14,2,Product B,Electronics,5,150,750,350,4,Cash
2024-04-14,7,Product G,Food,4,18,72,32,25,Cash
2024-04-14,2,Product B,Electronics,2,150,300,140,18,Credit Card
2024-04-15,7,Product G,Food,1,18,18,8,14,Digital Wallet
2024-04-15,1,Product A,Electronics,3,200,600,240,1,Cash
2024-04-15,7,Product G,Food,3,18,54,24,41,Cash
2024-04-15,4,Product D,Clothing,3,45,135,60,13,Cash
2024-04-15,4,Product D,Clothing,1,45,45,20,46,Credit Card
2024-04-15,8,Product H,Food,3,10,30,15,41,Credit Card
2024-04-15,1,Product A,Electronics,4,200,800,320,32,Credit Card
2024-04-15,1,Product A,Electronics,5,200,1000,400,5,Credit Card
2024-04-15,7,Product G,Food,3,18,54,24,35,Cash
2024-04-15,4,Product D,Clothing,4,45,180,80,11,Digital Wallet
2024-04-15,7,Product G,Food,2,18,36,16,17,Credit Card
2024-04-15,6,Product F,Home,5,120,600,250,5,Credit Card
2024-04-15,1,Product A,Electronics,4,200,800,320,26,Credit Card
2024-04-15,5,Product E,Home,4,90,360,160,3,Credit Card
2024-04-15,2,Product B,Electronics,4,150,600,280,42,Credit Card
2024-04-15,1,Product A,Electronics,4,200,800,320,5,Digital Wallet
2024-04-15,8,Product H,Food,3,10,30,15,33,Digital Wallet
2024-04-15,3,Product C,Clothing,2,60,120,60,20,Credit Card
2024-04-16,5,Product E,Home,2,90,180,80,7,Digital Wallet
2024-04-16,6,Product F,Home,1,120,120,50,16,Digital Wallet
2024-04-16,2,Product B,Electronics,4,150,600,280,26,Cash
2024-04-16,4,Product D,Clothing,3,45,135,60,46,Credit Card
2024-04-16,4,Product D,Clothing,1,45,45,20,34,Digital Wallet
2024-04-16,4,Product D,Clothing,3,45,135,60,6,Cash
2024-04-16,4,Product D,Clothing,4,45,180,80,1,Cash
2024-04-16,3,Product C,Clothing,1,60,60,30,29,Cash
2024-04-16,5,Product E,Home,1,90,90,40,50,Cash
2024-04-16,8,Product H,Food,4,10,40,20,5,Cash
2024-04-16,1,Product A,Electronics,2,200,400,160,20,Digital Wallet
2024-04-16,5,Product E,Home,4,90,360,160,2,Cash
2024-04-16,7,Product G,Food,4,18,72,32,39,Cash
2024-04-16,7,Product G,Food,4,18,72,32,13,Credit Card
2024-04-16,4,Product D,Clothing,1,45,45,20,2,Cash
2024-04-16,2,Product B,Electronics,2,150,300,140,45,Cash
2024-04-16,3,Product C,Clothing,4,60,240,120,48,Cash
2024-04-16,1,Product A,Electronics,3,200,600,240,8,Credit Card
2024-04-16,1,Product A,Electronics,1,200,200,80,48,Digital Wallet
2024-04-16,5,Product E,Home,4,90,360,160,21,Credit Card
2024-04-16,5,Product E,Home,3,90,270,120,46,Digital Wallet
2024-04-16,4,Product D,Clothing,1,45,45,20,33,Cash
2024-04-16,8,Product H,Food,2,10,20,10,43,Digital Wallet
2024-04-16,3,Product C,Clothing,3,60,180,90,30,Credit Card
2024-04-16,7,Product G,Food,1,18,18,8,17,Cash
2024-04-17,2,Product B,Electronics,2,150,300,140,36,Credit Card
2024-04-17,1,Product A,Electronics,3,200,600,240,9,Cash
2024-04-17,2,Product B,Electronics,4,150,600,280,29,Digital Wallet
2024-04-17,1,Product A,Electronics,3,200,600,240,26,Credit Card
2024-04-17,3,Product C,Clothing,5,60,300,150,19,Credit Card
2024-04-17,3,Product C,Clothing,2,60,120,60,26,Credit Card
2024-04-17,2,Product B,Electronics,3,150,450,210,12,Cash
2024-04-17,7,Product G,Food,3,18,54,24,24,Digital Wallet
2024-04-17,5,Product E,Home,5,90,450,200,34,Cash
2024-04-17,6,Product F,Home,3,120,360,150,50,Cash
2024-04-17,3,Product C,Clothing,1,60,60,30,8,Credit Card
2024-04-17,3,Product C,Clothing,5,60,300,150,7,Credit Card
2024-04-17,2,Product B,Electronics,5,150,750,350,16,Credit Card
2024-04-17,6,Product F,Home,5,120,600,250,43,Digital Wallet
2024-04-17,2,Product B,Electronics,5,150,750,350,29,Digital Wallet
2024-04-17,4,Product D,Clothing,4,45,180,80,36,Credit Card
2024-04-17,7,Product G,Food,4,18,72,32,43,Cash
2024-04-17,3,Product C,Clothing,2,60,120,60,29,Credit Card
2024-04-17,3,Product C,Clothing,4,60,240,120,19,Digital Wallet
2024-04-17,5,Product E,Home,5,90,450,200,26,Credit Card
2024-04-17,7,Product G,Food,4,18,72,32,43,Cash
2024-04-18,6,Product F,Home,1,120,120,50,19,Cash
2024-04-18,2,Product B,Electronics,2,150,300,140,42,Digital Wallet
2024-04-18,3,Product C,Clothing,1,60,60,30,5,Cash
2024-04-18,5,Product E,Home,3,90,270,120,46,Credit Card
2024-04-18,3,Product C,Clothing,5,60,300,150,19,Credit Card
2024-04-18,1,Product A,Electronics,3,200,600,240,1,Digital Wallet
2024-04-18,2,Product B,Electronics,4,150,600,280,45,Credit Card
2024-04-18,1,Product A,Electronics,5,200,1000,400,33,Cash
2024-04-18,8,Product H,Food,1,10,10,5,12,Digital Wallet
2024-04-18,2,Product B,Electronics,2,150,300,140,9,Credit Card
2024-04-18,4,Product D,Clothing,3,45,135,60,29,Cash
2024-04-18,3,Product C,Clothing,2,60,120,60,31,Credit Card
2024-04-18,2,Product B,Electronics,4,150,600,280,42,Credit Card
2024-04-18,3,Product C,Clothing,5,60,300,150,45,Credit Card
2024-04-18,2,Product B,Electronics,3,150,450,210,35,Digital Wallet
2024-04-18,8,Product H,Food,2,10,20,10,46,Credit Card
2024-04-18,8,Product H,Food,2,10,20,10,27,Credit Card
2024-04-18,5,Product E,Home,3,90,270,120,44,Credit Card
2024-04-18,6,Product F,Home,5,120,600,250,5,Credit Card
